snapshot_id,account_id,provider,account_label,profile_url,period_label,views,clicks,click_through_rate,subscribers,sales,revenue,top_links,source_url,collected_at,snapshot_date,views_change,clicks_change,latest_success,latest_event_id,latest_attempt,status,error_message,status_detail,updated_today,snapshot_age_days,value_state,collection_mode
21,lady-sublime-beacons,beacons,Beacons,,Last 7 days,2356,2197,0.9329999999999999,,,,[],https://account.beacons.ai/account/home/insights,2026-07-28T08:13:45-04:00,2026-07-28,-36,-50,2026-07-28T08:13:45-04:00,823,2026-07-28T08:13:45-04:00,ok,,Exact source data was collected today.,True,0,current,real_chrome
