snapshot_id,account_id,provider,account_label,profile_url,period_label,total_followers,avg_engagement_rate,avg_likes,avg_views,posts_last_90_days,posts_last_month,posts_last_week,platform_rows,source_url,collected_at,snapshot_date,total_followers_change,avg_engagement_rate_change,avg_likes_change,avg_views_change,latest_success,latest_event_id,latest_attempt,status,error_message,status_detail,updated_today,snapshot_age_days,value_state,collection_mode
19,lady-sublime-beacons,beacons,Beacons,,Visible Beacons Social Analytics,115500,0.062,1700.0,42500.0,15,11,0,[],https://account.beacons.ai/post-activity/home/post-activity,2026-08-03T08:14:41-04:00,2026-08-03,700,-0.0030000000000000027,100.0,2400.0,2026-08-03T08:14:41-04:00,982,2026-08-04T08:22:11-04:00,not_attempted,No real_chrome collection attempt was recorded for 2026-08-04; the last-good value is carried forward.,No real_chrome collection attempt was recorded for 2026-08-04; the last-good value is carried forward.,False,1,carried_forward,real_chrome
